number	imsi	msin	call_number	amount	type	date
1588	13652	13652	25777	29	1	3/27/13 18:15
6464	8578	8578	5960	34	1	3/27/13 18:15
579	4745	4745	20634	156	1	3/27/13 18:15
4844	6873	6873	26800	1	3	3/27/13 18:15
2160	11481	11481	57600	981	1	3/27/13 18:15
3747	2449	2449	98212	5	1	3/27/13 18:15
4961	10133	10133	32256	40	1	3/27/13 18:15
2481	11141	11141	26070	41	1	3/27/13 18:15
3807	4193	4193	90965	41	1	3/27/13 18:15
5414	4778	4778	61134	40	1	3/27/13 18:15
20	8951	8951	28280	27	1	3/27/13 18:15
3735	2432	2432	93969	76	1	3/27/13 18:15
3979	10702	10702	31612	111	1	3/27/13 18:15
9418	4501	4501	59420	26	1	3/27/13 18:15
3468	12490	12490	13770	15	1	3/27/13 18:15
5950	4736	4736	85855	1	3	3/27/13 18:15
5115	8985	8985	23680	209	1	3/27/13 18:15
3087	10922	10922	47410	108	1	3/27/13 18:15
3361	16607	16607	93362	87	1	3/27/13 18:15
588	16383	16383	92728	123	1	3/27/13 18:15
5520	1094	1094	94737	187	1	3/27/13 18:15
4496	7456	7456	25513	110	1	3/27/13 18:15
9549	12149	12149	30389	84	1	3/27/13 18:15
3067	7129	7129	45125	56	1	3/27/13 18:15
1279	13382	13382	84075	1	3	3/27/13 18:15
7354	13799	13799	31429	1	3	3/27/13 18:15
8013	7771	7771	90731	57	1	3/27/13 18:15
811	11813	11813	19590	140	1	3/27/13 18:15
1515	12688	12688	56021	40	1	3/27/13 18:15
4271	904	904	99490	16	1	3/27/13 18:15
720	6170	6170	30220	48	1	3/27/13 18:14
541	1414	1414	50872	22	1	3/27/13 18:14
169	4130	4130	2860	82	1	3/27/13 18:14
8102	11421	11421	17513	25	1	3/27/13 18:14
4135	306	306	59930	232	1	3/27/13 18:14
1075	11312	11312	46082	35	1	3/27/13 18:14
5244	12448	12448	76283	1	3	3/27/13 18:14
3489	7149	7149	96956	36	1	3/27/13 18:14
6507	7454	7454	57330	9	1	3/27/13 18:14
1403	8236	8236	32884	31	1	3/27/13 18:14
4011	18138	18138	95867	8	1	3/27/13 18:14
4270	10770	10770	36085	72	1	3/27/13 18:14
9783	14940	14940	69610	26	1	3/27/13 18:14
9571	14831	14831	89799	500	1	3/27/13 18:14
1551	9757	9757	13433	1	1	3/27/13 18:14
9398	9330	9330	99387	45	1	3/27/13 18:14
6797	7451	7451	54840	1	3	3/27/13 18:14
3357	9830	9830	88778	1	3	3/27/13 18:14
4130	9847	9847	94129	16	1	3/27/13 18:14
7259	14402	14402	52343	112	1	3/27/13 18:14
5648	1222	1222	95651	7	1	3/27/13 18:14
5618	4797	4797	61156	1	3	3/27/13 18:14
7162	6025	6025	91136	39	1	3/27/13 18:14
5095	8930	8930	99663	40	1	3/27/13 18:14
4961	10133	10133	91546	47	1	3/27/13 18:14
883	17079	17079	47530	10	1	3/27/13 18:14
5117	8987	8987	25571	53	1	3/27/13 18:14
956	11806	11806	15476	30	1	3/27/13 18:14
8459	6881	6881	43270	99	1	3/27/13 18:14
6209	15598	15598	93621	114	1	3/27/13 18:14
1105	9188	9188	70821	81	1	3/27/13 18:14
7178	6732	6732	98978	12	1	3/27/13 18:14
169	4130	4130	2508	15	1	3/27/13 18:14
9549	12149	12149	12697	17	1	3/27/13 18:14
3735	2432	2432	58163	36	1	3/27/13 18:14
2018	374	374	99117	368	1	3/27/13 18:14
9683	13490	13490	60823	274	1	3/27/13 18:14
6922	8035	8035	32868	46	1	3/27/13 18:14
3927	12901	12901	97045	159	1	3/27/13 18:14
8336	4550	4550	98337	81	1	3/27/13 18:14
9373	7574	7574	77794	18	1	3/27/13 18:13
242	2996	2996	90241	24	1	3/27/13 18:13
9840	13977	13977	8240	61	1	3/27/13 18:13
1866	7307	7307	45199	1	3	3/27/13 18:13
3822	13841	13841	4141	479	1	3/27/13 18:13
4052	1543	1543	88389	152	1	3/27/13 18:13
8363	4908	4908	21540	74	1	3/27/13 18:13
55	2625	2625	90050	648	1	3/27/13 18:13
1949	18175	18175	42430	20	1	3/27/13 18:13
1848	7289	7289	91846	20	1	3/27/13 18:13
5846	11414	11414	90340	50	1	3/27/13 18:13
7109	12844	12844	77194	71	1	3/27/13 18:13
3899	10282	10282	53580	85	1	3/27/13 18:13
4938	11698	11698	93310	44	1	3/27/13 18:13
3342	18119	18119	data	3337328	2	3/27/13 18:13
8082	2293	2293	26196	3	1	3/27/13 18:13
6307	11534	11534	21100	13	1	3/27/13 18:13
9642	11069	11069	66880	61	1	3/27/13 18:13
598	14762	14762	50800	63	1	3/27/13 18:13
3626	4530	4530	91217	123	1	3/27/13 18:13
7032	16122	16122	11724	64	1	3/27/13 18:13
169	4130	4130	2860	10	1	3/27/13 18:13
2626	16633	16633	59807	26	1	3/27/13 18:13
7472	6749	6749	85914	170	1	3/27/13 18:13
7882	13347	13347	10627	94	1	3/27/13 18:13
777	16053	16053	81609	21	1	3/27/13 18:13
2247	11179	11179	94989	1	3	3/27/13 18:13
9402	6780	6780	99432	185	1	3/27/13 18:13
5134	10064	10064	1817	154	1	3/27/13 18:13
4876	9995	9995	68010	1	3	3/27/13 18:13
5000	12206	12206	90919	185	1	3/27/13 18:13
7633	6101	6101	88538	78	1	3/27/13 18:13
2623	16011	16011	64080	16	1	3/27/13 18:13
4013	1427	1427	96750	36	1	3/27/13 18:13
5795	4744	4744	5794	26	1	3/27/13 18:13
2850	17584	17584	92860	9	1	3/27/13 18:13
3389	2874	2874	76291	482	1	3/27/13 18:13
2038	1538	1538	5973	7	1	3/27/13 18:13
588	16383	16383	92728	40	1	3/27/13 18:13
9466	11193	11193	85410	21	1	3/27/13 18:13
1197	10828	10828	17269	1	3	3/27/13 18:13
1641	13963	13963	55540	39	1	3/27/13 18:13
4774	3026	3026	118	70	1	3/27/13 18:13
290	14444	14444	81980	35	1	3/27/13 18:12
1663	7041	7041	28510	10	1	3/27/13 18:12
7213	14261	14261	97211	18	1	3/27/13 18:12
4271	904	904	72885	102	1	3/27/13 18:12
2018	374	374	51824	28	1	3/27/13 18:12
1403	8236	8236	32884	73	1	3/27/13 18:12
7476	11609	11609	87371	63	1	3/27/13 18:12
7642	9723	9723	67640	36	1	3/27/13 18:12
3272	9570	9570	98459	64	1	3/27/13 18:12
14	8367	8367	10770	57	1	3/27/13 18:12
5500	11526	11526	74801	32	1	3/27/13 18:12
1988	8005	8005	15477	49	1	3/27/13 18:12
6661	7488	7488	32991	147	1	3/27/13 18:12
9119	8638	8638	58615	7	1	3/27/13 18:12
7348	6162	6162	90110	56	1	3/27/13 18:12
6922	8035	8035	92030	55	1	3/27/13 18:12
1479	16235	16235	91480	117	1	3/27/13 18:12
3464	11578	11578	20551	47	1	3/27/13 18:12
6397	8417	8417	93910	69	1	3/27/13 18:12
2825	4471	4471	92820	57	1	3/27/13 18:12
6544	2973	2973	75112	1	3	3/27/13 18:12
2500	801	801	92505	29	1	3/27/13 18:12
9707	8386	8386	15829	85	1	3/27/13 18:12
1385	7684	7684	99333	110	1	3/27/13 18:12
8877	7890	7890	19740	93	1	3/27/13 18:12
2821	16126	16126	95031	130	1	3/27/13 18:12
9232	11638	11638	57262	7	1	3/27/13 18:12
7754	12737	12737	99655	229	1	3/27/13 18:12
9820	12777	12777	98555	62	1	3/27/13 18:12
4070	4196	4196	79595	23	1	3/27/13 18:12
1729	6572	6572	39212	1	3	3/27/13 18:12
7306	6145	6145	514	191	1	3/27/13 18:12
8405	8058	8058	12130	436	1	3/27/13 18:12
1848	7289	7289	91847	76	1	3/27/13 18:12
3024	10564	10564	50814	55	1	3/27/13 18:12
5123	10074	10074	81830	124	1	3/27/13 18:12
7281	3445	3445	18359	46	1	3/27/13 18:12
3328	8192	8192	93326	225	1	3/27/13 18:12
4848	13540	13540	12243	79	1	3/27/13 18:12
2924	16542	16542	59880	302	1	3/27/13 18:11
7104	12820	12820	46150	52	1	3/27/13 18:11
7137	14311	14311	79597	42	1	3/27/13 18:11
8342	8048	8048	15180	280	1	3/27/13 18:11
398	10846	10846	80406	108	1	3/27/13 18:11
529	1402	1402	55881	45	1	3/27/13 18:11
1187	14564	14564	74500	241	1	3/27/13 18:11
7002	10675	10675	93456	35	1	3/27/13 18:11
8893	2531	2531	32303	211	1	3/27/13 18:11
9235	9019	9019	35790	27	1	3/27/13 18:11
5790	10881	10881	99235	27	1	3/27/13 18:11
880	4504	4504	77259	288	1	3/27/13 18:11
7473	3624	3624	25060	50	1	3/27/13 18:11
8896	6276	6276	920	17	1	3/27/13 18:11
1108	14382	14382	91107	16	1	3/27/13 18:11
9203	12621	12621	70750	20	1	3/27/13 18:11
1362	17525	17525	98428	18	1	3/27/13 18:11
4436	9703	9703	99914	25	1	3/27/13 18:11
7213	14261	14261	4326	33	1	3/27/13 18:11
2504	6057	6057	92502	13	1	3/27/13 18:11
5791	15174	15174	89705	26	1	3/27/13 18:11
1754	11209	11209	78157	296	1	3/27/13 18:11
4320	14835	14835	50278	48	1	3/27/13 18:11
6663	7489	7489	95537	19	1	3/27/13 18:11
9509	12717	12717	80980	277	1	3/27/13 18:11
9762	13450	13450	99761	15	1	3/27/13 18:11
2001	6189	6189	94841	13	1	3/27/13 18:11
3982	9448	9448	40260	77	1	3/27/13 18:11
3601	11736	11736	64950	26	1	3/27/13 18:11
6445	8308	8308	26752	29	1	3/27/13 18:11
2898	6557	6557	92222	72	1	3/27/13 18:11
7444	17680	17680	43075	1	3	3/27/13 18:11
8600	15552	15552	91538	2	1	3/27/13 18:11
5795	4744	4744	5794	91	1	3/27/13 18:11
31	3427	3427	96996	18	1	3/27/13 18:11
2842	7475	7475	81814	90	1	3/27/13 18:11
5517	11769	11769	91089	50	1	3/27/13 18:11
7403	4765	4765	18090	220	1	3/27/13 18:11
7525	9563	9563	29	263	1	3/27/13 18:11
6346	8050	8050	394	223	1	3/27/13 18:11
1869	7310	7310	69306	45	1	3/27/13 18:10
6397	8417	8417	96398	25	1	3/27/13 18:10
8082	2293	2293	83212	3	1	3/27/13 18:10
1285	9692	9692	12934	447	1	3/27/13 18:10
5877	12276	12276	29	24	1	3/27/13 18:10
6227	10711	10711	79220	28	1	3/27/13 18:10
3344	8856	8856	98959	119	1	3/27/13 18:10
9227	10247	10247	99221	17	1	3/27/13 18:10
9299	2038	2038	98750	1	3	3/27/13 18:10
1098	11496	11496	30303	80	1	3/27/13 18:10
9330	9243	9243	42850	19	1	3/27/13 18:10
9659	11779	11779	95005	5	1	3/27/13 18:10
1628	16006	16006	91627	261	1	3/27/13 18:10
3965	11661	11661	26401	1	3	3/27/13 18:10
8840	7500	7500	74546	144	1	3/27/13 18:10
2538	16123	16123	64839	159	1	3/27/13 18:10
1644	13960	13960	16200	18	1	3/27/13 18:10
7444	17680	17680	54805	1	3	3/27/13 18:10
7115	10291	10291	30785	163	1	3/27/13 18:10
1229	10657	10657	96379	14	1	3/27/13 18:10
5033	14385	14385	21376	36	1	3/27/13 18:10
8239	9930	9930	87974	19	1	3/27/13 18:10
8530	4878	4878	98520	335	1	3/27/13 18:10
2626	16633	16633	59807	30	1	3/27/13 18:10
3827	10286	10286	95911	1	3	3/27/13 18:10
3972	12245	12245	90391	1	3	3/27/13 18:10
4983	10831	10831	99801	45	1	3/27/13 18:10
8670	8354	8354	7470	148	1	3/27/13 18:10
4320	14835	14835	94283	20	1	3/27/13 18:10
1754	11209	11209	78154	21	1	3/27/13 18:10
2233	17657	17657	63519	1	3	3/27/13 18:10
2500	801	801	41342	42	1	3/27/13 18:10
8648	8140	8140	59212	1	3	3/27/13 18:10
8194	10820	10820	57697	31	1	3/27/13 18:10
9587	4511	4511	90066	22	1	3/27/13 18:10
1515	12688	12688	50171	30	1	3/27/13 18:10
6870	13867	13867	95790	141	1	3/27/13 18:10
31	3427	3427	1528	42	1	3/27/13 18:10
4903	13003	13003	1817	568	1	3/27/13 18:10
3128	9720	9720	29680	7	1	3/27/13 18:10
3947	9557	9557	91385	90	1	3/27/13 18:10
3735	4535	4535	33747	127	1	3/27/13 18:10
9490	12278	12278	94271	50	1	3/27/13 18:10
385	496	496	90395	26	1	3/27/13 18:10
3476	18111	18111	77269	27	1	3/27/13 18:10
5730	4960	4960	32342	13	1	3/27/13 18:10
8494	10807	10807	33550	169	1	3/27/13 18:10
7199	17034	17034	97100	138	1	3/27/13 18:09
7100	2412	2412	97199	138	1	3/27/13 18:09
8428	8395	8395	91362	74	1	3/27/13 18:09
5720	16619	16619	63610	6	1	3/27/13 18:09
2038	1538	1538	5973	6	1	3/27/13 18:09
4144	3062	3062	94188	137	1	3/27/13 18:09
9707	8386	8386	3590	137	1	3/27/13 18:09
6435	4379	4379	96719	51	1	3/27/13 18:09
1641	13963	13963	55540	78	1	3/27/13 18:09
5080	8915	8915	53758	58	1	3/27/13 18:09
551	1602	1602	3496	100	1	3/27/13 18:09
109	215	215	90101	19	1	3/27/13 18:09
2685	13850	13850	42294	28	1	3/27/13 18:09
8082	2293	2293	26196	4	1	3/27/13 18:09
9736	16096	16096	5011	165	1	3/27/13 18:09
5403	778	778	50286	26	1	3/27/13 18:09
1493	12429	12429	90274	211	1	3/27/13 18:09
808	9989	9989	29410	1	3	3/27/13 18:09
6847	14339	14339	96852	44	1	3/27/13 18:09
6643	7852	7852	13167	98	1	3/27/13 18:09
5520	4494	4494	10650	48	1	3/27/13 18:09
9050	8728	8728	68955	37	1	3/27/13 18:09
4665	18186	18186	83847	193	1	3/27/13 18:09
21	1672	1672	90371	210	1	3/27/13 18:09
8973	12015	12015	59159	17	1	3/27/13 18:09
2192	13934	13934	97405	10	1	3/27/13 18:09
6990	6739	6739	23858	58	1	3/27/13 18:09
9448	11197	11197	191	155	1	3/27/13 18:09
1998	14612	14612	28204	106	1	3/27/13 18:09
2121	14694	14694	25534	20	1	3/27/13 18:09
5272	14070	14070	95273	72	1	3/27/13 18:09
4605	8803	8803	47953	167	1	3/27/13 18:09
1864	13218	13218	2460	10	1	3/27/13 18:09
4773	3027	3027	98720	1539	1	3/27/13 18:09
2824	4414	4414	34142	1	3	3/27/13 18:08
108	7381	7381	97348	66	1	3/27/13 18:08
2219	1495	1495	51795	19	1	3/27/13 18:08
3949	9879	9879	84516	1	3	3/27/13 18:08
7050	2103	2103	57182	192	1	3/27/13 18:08
2716	14478	14478	54518	38	1	3/27/13 18:08
4348	8897	8897	85743	427	1	3/27/13 18:08
3949	9879	9879	84516	1	3	3/27/13 18:08
7199	17034	17034	97100	50	1	3/27/13 18:08
7100	2412	2412	97199	50	1	3/27/13 18:08
7473	3624	3624	20710	22	1	3/27/13 18:08
7150	3469	3469	35060	201	1	3/27/13 18:08
340	451	451	15374	37	1	3/27/13 18:08
3243	16605	16605	46227	21	1	3/27/13 18:08
5025	14082	14082	57937	18	1	3/27/13 18:08
5117	8987	8987	5178	232	1	3/27/13 18:08
7026	17579	17579	19270	54	1	3/27/13 18:08
4408	3031	3031	12901	284	1	3/27/13 18:08
1641	13963	13963	46390	36	1	3/27/13 18:08
1043	16167	16167	74021	20	1	3/27/13 18:08
2940	3785	3785	79854	15	1	3/27/13 18:08
1969	14738	14738	22082	311	1	3/27/13 18:08
2948	3793	3793	8112	6	1	3/27/13 18:08
3928	12571	12571	52405	1	3	3/27/13 18:08
3400	13115	13115	29900	169	1	3/27/13 18:08
949	9820	9820	11820	161	1	3/27/13 18:08
588	16383	16383	55860	23	1	3/27/13 18:08
1494	12428	12428	62550	37	1	3/27/13 18:08
2404	7824	7824	39003	221	1	3/27/13 18:08
9121	6078	6078	86953	424	1	3/27/13 18:08
5915	10478	10478	29900	68	1	3/27/13 18:08
991	16060	16060	64259	1	3	3/27/13 18:08
6635	8855	8855	96632	12	1	3/27/13 18:08
4813	3661	3661	19398	151	1	3/27/13 18:08
2524	14269	14269	92523	77	1	3/27/13 18:08
5000	8712	8712	11002	110	1	3/27/13 18:08
6384	8404	8404	96383	22	1	3/27/13 18:08
2500	801	801	92505	25	1	3/27/13 18:08
5484	1058	1058	95485	87	1	3/27/13 18:08
7055	16003	16003	40192	39	1	3/27/13 18:08
9302	12316	12316	85336	1	3	3/27/13 18:08
9783	14940	14940	72730	42	1	3/27/13 18:08
2685	13850	13850	83590	68	1	3/27/13 18:08
5717	9751	9751	11261	29	1	3/27/13 18:08
1078	13764	13764	65661	49	1	3/27/13 18:08
1306	16597	16597	25908	24	1	3/27/13 18:08
2243	10002	10002	28061	10	1	3/27/13 18:07
9441	4827	4827	57992	550	1	3/27/13 18:07
72	16510	16510	59880	168	1	3/27/13 18:07
5132	14442	14442	79070	33	1	3/27/13 18:07
3778	16293	16293	27188	16	1	3/27/13 18:07
1567	4423	4423	87794	57	1	3/27/13 18:07
5117	8987	8987	48384	1	3	3/27/13 18:07
9736	16096	16096	3468	72	1	3/27/13 18:07
1186	14563	14563	91187	19	1	3/27/13 18:07
7192	7983	7983	57900	263	1	3/27/13 18:07
4286	6601	6601	38057	53	1	3/27/13 18:07
9435	8204	8204	97166	173	1	3/27/13 18:07
5165	6487	6487	15470	8	1	3/27/13 18:07
4864	8019	8019	64970	29	1	3/27/13 18:07
1328	7630	7630	74693	19	1	3/27/13 18:07
2287	9494	9494	92227	13	1	3/27/13 18:07
412	6621	6621	97880	25	1	3/27/13 18:07
4458	818	818	32110	249	1	3/27/13 18:07
8870	10673	10673	28164	12	1	3/27/13 18:07
1142	14323	14323	91143	33	1	3/27/13 18:07
9412	4495	4495	99855	32	1	3/27/13 18:07
7753	10499	10499	20967	19	1	3/27/13 18:07
4105	13294	13294	20910	59	1	3/27/13 18:07
6723	13133	13133	9526	1	3	3/27/13 18:07
8524	4872	4872	66565	1	3	3/27/13 18:07
3871	11728	11728	65994	24	1	3/27/13 18:07
4605	8803	8803	19000	78	1	3/27/13 18:07
284	18190	18190	73000	120	1	3/27/13 18:07
9454	12678	12678	9801	95	1	3/27/13 18:07
6601	3227	3227	73630	39	1	3/27/13 18:07
9235	9019	9019	9474	174	1	3/27/13 18:07
6216	7003	7003	62330	120	1	3/27/13 18:07
6840	6408	6408	42210	51	1	3/27/13 18:07
1036	16111	16111	8789	1	3	3/27/13 18:07
5637	4115	4115	90169	8	1	3/27/13 18:07
4944	2376	2376	94949	74	1	3/27/13 18:07
3595	8470	8470	99863	1	3	3/27/13 18:07
8973	12015	12015	59160	95	1	3/27/13 18:07
31	3427	3427	1528	72	1	3/27/13 18:07
5717	9751	9751	96750	28	1	3/27/13 18:07
2002	6188	6188	42000	57	1	3/27/13 18:07
2139	14785	14785	94633	52	1	3/27/13 18:07
2170	13788	13788	9843	38	1	3/27/13 18:07
707	11541	11541	86005	28	1	3/27/13 18:07
3486	7152	7152	93487	4	1	3/27/13 18:07
310	6941	6941	27160	116	1	3/27/13 18:07
4215	2429	2429	10450	7	1	3/27/13 18:06
9561	11511	11511	79327	44	1	3/27/13 18:06
3476	15052	15052	30424	52	1	3/27/13 18:06
9004	12643	12643	94608	20	1	3/27/13 18:06
2210	6407	6407	54710	26	1	3/27/13 18:06
8899	2335	2335	98892	31	1	3/27/13 18:06
2501	802	802	92503	5	1	3/27/13 18:06
274	18191	18191	91495	40	1	3/27/13 18:06
9511	12311	12311	57937	22	1	3/27/13 18:06
9417	4500	4500	90731	230	1	3/27/13 18:06
4105	13294	13294	74800	29	1	3/27/13 18:06
3979	10702	10702	36336	508	1	3/27/13 18:06
2100	1513	1513	42669	229	1	3/27/13 18:06
236	18125	18125	93327	36	1	3/27/13 18:06
7971	3937	3937	29120	102	1	3/27/13 18:06
2384	4479	4479	83893	217	1	3/27/13 18:06
6840	6408	6408	42210	35	1	3/27/13 18:06
5945	8283	8283	56680	22	1	3/27/13 18:06
1001	271	271	70201	1	3	3/27/13 18:06
1011	18199	18199	3422	131	1	3/27/13 18:06
4864	8019	8019	64970	15	1	3/27/13 18:06
3949	9879	9879	87138	1	3	3/27/13 18:06
7543	12480	12480	89658	1	3	3/27/13 18:06
7755	10497	10497	77750	37	1	3/27/13 18:06
6694	8954	8954	77030	91	1	3/27/13 18:06
4348	7039	7039	17103	45	1	3/27/13 18:06
1829	13823	13823	23421	45	1	3/27/13 18:06
1463	4694	4694	46114	79	1	3/27/13 18:06
6216	7003	7003	59748	18	1	3/27/13 18:06
3883	11641	11641	71301	1	3	3/27/13 18:06
3747	2449	2449	98212	16	1	3/27/13 18:06
4974	18109	18109	94904	63	1	3/27/13 18:06
8091	2284	2284	98092	215	1	3/27/13 18:06
1515	12688	12688	17921	56	1	3/27/13 18:06
8524	4872	4872	66565	1	3	3/27/13 18:06
9575	10660	10660	26610	28	1	3/27/13 18:06
1261	11640	11640	93883	1	3	3/27/13 18:05
6723	13133	13133	9526	1	3	3/27/13 18:05
841	10682	10682	38109	1	3	3/27/13 18:05
310	6941	6941	27160	54	1	3/27/13 18:05
3979	7358	7358	430	1	3	3/27/13 18:05
9524	4034	4034	23236	31	1	3/27/13 18:05
3088	9280	9280	98350	282	1	3/27/13 18:05
8456	6878	6878	57970	43	1	3/27/13 18:05
5947	4611	4611	29925	47	1	3/27/13 18:05
479	660	660	92957	596	1	3/27/13 18:05
4141	7558	7558	97971	20	1	3/27/13 18:05
93	12487	12487	12750	194	1	3/27/13 18:05
2225	6368	6368	1388	52	1	3/27/13 18:05
4348	8897	8897	91039	28	1	3/27/13 18:05
9004	12643	12643	94605	5	1	3/27/13 18:05
8899	2335	2335	39025	51	1	3/27/13 18:05
8484	8713	8713	12922	116	1	3/27/13 18:05
9659	11779	11779	50684	58	1	3/27/13 18:05
3883	11641	11641	71260	1	3	3/27/13 18:05
6592	6871	6871	98490	218	1	3/27/13 18:05
8337	11440	11440	1010	36	1	3/27/13 18:05
1432	10204	10204	59121	93	1	3/27/13 18:05
5537	14467	14467	26660	60	1	3/27/13 18:05
1044	14522	14522	2858	6	1	3/27/13 18:05
849	10698	10698	93316	63	1	3/27/13 18:05
1076	11402	11402	8680	36	1	3/27/13 18:05
5637	4115	4115	97437	66	1	3/27/13 18:05
6996	9520	9520	31	95	1	3/27/13 18:05
1765	7206	7206	24810	107	1	3/27/13 18:05
6602	4819	4819	18750	40	1	3/27/13 18:05
2347	9712	9712	89680	122	1	3/27/13 18:05
8626	10678	10678	65826	1	3	3/27/13 18:05
707	8383	8383	36300	41	1	3/27/13 18:05
4965	6688	6688	54860	20	1	3/27/13 18:05
5117	8987	8987	48384	1	3	3/27/13 18:05
8671	8999	8999	78670	1	3	3/27/13 18:05
8959	9154	9154	81358	1	3	3/27/13 18:05
3921	12514	12514	14558	21	1	3/27/13 18:05
1261	11640	11640	93883	1	3	3/27/13 18:05
8456	6878	6878	57970	7	1	3/27/13 18:05
8268	6358	6358	24752	104	1	3/27/13 18:05
1100	3202	3202	33240	7	1	3/27/13 18:05
3102	9788	9788	96261	19	1	3/27/13 18:05
9889	6272	6272	98893	7	1	3/27/13 18:05
5945	8283	8283	71018	44	1	3/27/13 18:05
52	8	8	10770	227	1	3/27/13 18:05
1719	14802	14802	39730	22	1	3/27/13 18:05
6887	3592	3592	455	3	1	3/27/13 18:05
2713	14474	14474	359	1	3	3/27/13 18:05
2170	13788	13788	9843	26	1	3/27/13 18:05
8363	4908	4908	39274	33	1	3/27/13 18:05
6220	13868	13868	98003	93	1	3/27/13 18:05
9398	9330	9330	73127	1	3	3/27/13 18:05
1611	11759	11759	58180	118	1	3/27/13 18:04
2420	4732	4732	98535	146	1	3/27/13 18:04
5829	14110	14110	19652	1	3	3/27/13 18:04
6040	11618	11618	89060	29	1	3/27/13 18:04
9201	9367	9367	28427	513	1	3/27/13 18:04
4223	811	811	94231	9	1	3/27/13 18:04
8983	3889	3889	52995	103	1	3/27/13 18:04
6219	10719	10719	96547	49	1	3/27/13 18:04
5816	9364	9364	74230	120	1	3/27/13 18:04
3037	10416	10416	70540	96	1	3/27/13 18:04
3928	12571	12571	52405	45	1	3/27/13 18:04
446	11136	11136	49718	103	1	3/27/13 18:04
7028	12315	12315	98955	11	1	3/27/13 18:04
4415	1539	1539	57914	102	1	3/27/13 18:04
743	12197	12197	90136	65	1	3/27/13 18:04
3949	9879	9879	21559	1	3	3/27/13 18:04
2449	12875	12875	57928	76	1	3/27/13 18:04
8524	4872	4872	66565	1	3	3/27/13 18:04
9909	2336	2336	14500	42	1	3/27/13 18:04
6887	3592	3592	4540	28	1	3/27/13 18:04
3688	4958	4958	95730	34	1	3/27/13 18:04
2553	7020	7020	70323	17	1	3/27/13 18:04
8728	3977	3977	70100	37	1	3/27/13 18:04
5152	10057	10057	99025	202	1	3/27/13 18:04
8079	2296	2296	60082	70	1	3/27/13 18:04
6881	10896	10896	6229	42	1	3/27/13 18:04
6645	18208	18208	30830	63	1	3/27/13 18:04
9669	8377	8377	92551	24	1	3/27/13 18:04
3985	12595	12595	51282	90	1	3/27/13 18:04
2402	2347	2347	7673	55	1	3/27/13 18:04
4876	9995	9995	68010	1	3	3/27/13 18:04
3871	11728	11728	59565	19	1	3/27/13 18:04
319	430	430	90318	69	1	3/27/13 18:03
3545	4510	4510	97390	97	1	3/27/13 18:03
9253	9144	9144	73615	1	3	3/27/13 18:03
4099	1433	1433	9107	29	1	3/27/13 18:03
2850	17584	17584	92860	25	1	3/27/13 18:03
4557	10480	10480	40732	64	1	3/27/13 18:03
1001	271	271	70201	1	3	3/27/13 18:03
6967	4438	4438	27255	151	1	3/27/13 18:03
8958	17641	17641	51388	40	1	3/27/13 18:03
6240	8668	8668	33364	134	1	3/27/13 18:03
1507	16102	16102	93560	1	3	3/27/13 18:03
1418	10799	10799	96916	135	1	3/27/13 18:03
2615	11030	11030	16420	24	1	3/27/13 18:03
5063	8492	8492	90045	93	1	3/27/13 18:03
2160	10461	10461	6804	69	1	3/27/13 18:03
450	2870	2870	46869	1	3	3/27/13 18:03
6290	11608	11608	3692	1	3	3/27/13 18:03
5117	8987	8987	5178	1	3	3/27/13 18:03
7770	2378	2378	49334	32	1	3/27/13 18:03
2976	13042	13042	92975	14	1	3/27/13 18:03
4104	337	337	94899	14	1	3/27/13 18:03
7161	6024	6024	12830	23	1	3/27/13 18:03
1984	9747	9747	9249	20	1	3/27/13 18:03
9594	11583	11583	49534	37	1	3/27/13 18:03
6445	8308	8308	26752	13	1	3/27/13 18:03
6881	10896	10896	6229	27	1	3/27/13 18:03
2042	4240	4240	20133	1	3	3/27/13 18:03
3008	14881	14881	92848	12	1	3/27/13 18:03
6040	11618	11618	26820	30	1	3/27/13 18:03
7055	16003	16003	95168	85	1	3/27/13 18:03
3420	16042	16042	13420	8	1	3/27/13 18:03
8363	4908	4908	68927	31	1	3/27/13 18:02
3766	13840	13840	17576	30	1	3/27/13 18:02
4320	14835	14835	37389	33	1	3/27/13 18:02
4602	10601	10601	34601	1	3	3/27/13 18:02
3843	10796	10796	98840	185	1	3/27/13 18:02
9450	9605	9605	89050	14	1	3/27/13 18:02
9890	6616	6616	31526	54	1	3/27/13 18:02
8978	7993	7993	5000	5	1	3/27/13 18:02
5852	7591	7591	41331	43	1	3/27/13 18:02
7692	9627	9627	40323	27	1	3/27/13 18:02
8899	2335	2335	59665	28	1	3/27/13 18:02
6271	9745	9745	10541	133	1	3/27/13 18:02
1329	7631	7631	14900	1	3	3/27/13 18:02
3498	7140	7140	16378	14	1	3/27/13 18:02
5256	12542	12542	93457	22	1	3/27/13 18:02
9191	3266	3266	56680	258	1	3/27/13 18:02
3780	4044	4044	21584	5	1	3/27/13 18:02
3949	9879	9879	84516	1	3	3/27/13 18:02
9092	7979	7979	58230	130	1	3/27/13 18:02
6347	8051	8051	75555	23	1	3/27/13 18:02
8524	4872	4872	66565	1	3	3/27/13 18:02
7030	16197	16197	93367	39	1	3/27/13 18:02
6645	18208	18208	67170	39	1	3/27/13 18:02
3512	9172	9172	15170	28	1	3/27/13 18:02
