number	imsi	msin	call_number	amount	type	date
297	14327	14327	9166	153	1	3/27/13 19:04
6787	16696	16696	93191	76	1	3/27/13 19:04
9902	6633	6633	8150	19	1	3/27/13 19:04
1400	7757	7757	18758	176	1	3/27/13 19:04
1247	14024	14024	47697	8	1	3/27/13 19:04
8194	10820	10820	57697	1	3	3/27/13 19:04
5550	12765	12765	51490	102	1	3/27/13 19:04
5273	14069	14069	95272	60	1	3/27/13 19:04
1671	10493	10493	63670	165	1	3/27/13 19:04
1306	16597	16597	49940	99	1	3/27/13 19:04
2486	10325	10325	61162	77	1	3/27/13 19:04
5412	15222	15222	18088	1	3	3/27/13 19:04
5875	12608	12608	43593	96	1	3/27/13 19:04
1783	7224	7224	56139	405	1	3/27/13 19:04
1241	11579	11579	85185	222	1	3/27/13 19:04
1312	14106	14106	31780	1	3	3/27/13 19:04
4654	11364	11364	76012	38	1	3/27/13 19:04
5275	14058	14058	85296	1	3	3/27/13 19:04
9408	12117	12117	16884	91	1	3/27/13 19:04
3999	16535	16535	17123	107	1	3/27/13 19:04
1779	14104	14104	1310	1	3	3/27/13 19:03
7980	6068	6068	66240	39	1	3/27/13 19:03
1240	10550	10550	91462	148	1	3/27/13 19:03
2685	13850	13850	39120	20	1	3/27/13 19:03
5258	4486	4486	74520	63	1	3/27/13 19:03
6268	9675	9675	76498	12	1	3/27/13 19:03
8348	4893	4893	42398	15	1	3/27/13 19:03
7326	11260	11260	28392	22	1	3/27/13 19:03
3325	14897	14897	24305	115	1	3/27/13 19:03
4999	14196	14196	71022	137	1	3/27/13 19:03
3979	10702	10702	48365	53	1	3/27/13 19:03
783	13643	13643	1359	1	3	3/27/13 19:03
7543	12480	12480	89658	1	3	3/27/13 19:03
7200	2396	2396	31612	1	3	3/27/13 19:03
8155	6630	6630	79900	12	1	3/27/13 19:03
5095	8930	8930	42311	1	3	3/27/13 19:03
3467	8938	8938	90994	48	1	3/27/13 19:03
1994	12874	12874	41074	72	1	3/27/13 19:03
3140	10806	10806	91902	131	1	3/27/13 19:03
1511	17614	17614	30878	51	1	3/27/13 19:03
6687	7778	7778	93205	165	1	3/27/13 19:03
3205	11718	11718	96687	165	1	3/27/13 19:03
5003	6731	6731	41754	31	1	3/27/13 19:03
3167	9384	9384	93168	28	1	3/27/13 19:03
5412	15222	15222	18088	1	3	3/27/13 19:03
6355	8365	8365	71855	1	3	3/27/13 19:03
9350	13992	13992	90740	31	1	3/27/13 19:03
9408	12117	12117	95163	21	1	3/27/13 19:03
2016	372	372	15936	31	1	3/27/13 19:03
6216	7003	7003	31469	35	1	3/27/13 19:03
2491	9898	9898	65530	45	1	3/27/13 19:03
8092	2283	2283	79631	58	1	3/27/13 19:03
511	11223	11223	26462	1	3	3/27/13 19:03
3187	8670	8670	2080	15	1	3/27/13 19:03
6178	13448	13448	14277	52	1	3/27/13 19:02
1998	14612	14612	28204	114	1	3/27/13 19:02
9378	12816	12816	33070	189	1	3/27/13 19:02
8438	9078	9078	41350	1	3	3/27/13 19:02
2868	12258	12258	90432	87	1	3/27/13 19:02
5185	10425	10425	70141	87	1	3/27/13 19:02
2036	7402	7402	48573	107	1	3/27/13 19:02
5003	6731	6731	41754	18	1	3/27/13 19:02
9059	9194	9194	86107	1	3	3/27/13 19:02
7582	8636	8636	2105	1	3	3/27/13 19:02
9059	9194	9194	86107	1	3	3/27/13 19:02
9178	12967	12967	49291	36	1	3/27/13 19:02
3178	8673	8673	90177	100	1	3/27/13 19:02
1194	10826	10826	4030	65	1	3/27/13 19:02
7158	10705	10705	19900	125	1	3/27/13 19:02
5412	15222	15222	31485	1	3	3/27/13 19:02
8155	6630	6630	79900	31	1	3/27/13 19:02
2737	13856	13856	36400	1	3	3/27/13 19:02
3780	4044	4044	17287	136	1	3/27/13 19:02
5875	12608	12608	96110	10	1	3/27/13 19:02
424	14344	14344	40403	129	1	3/27/13 19:02
201	7118	7118	87014	401	1	3/27/13 19:02
623	16305	16305	92736	1	3	3/27/13 19:02
8638	4930	4930	24960	143	1	3/27/13 19:02
246	49	49	90279	22	1	3/27/13 19:02
3959	9005	9005	71920	64	1	3/27/13 19:02
965	11871	11871	93807	7	1	3/27/13 19:02
7177	2606	2606	97175	89	1	3/27/13 19:02
8973	12015	12015	59159	138	1	3/27/13 19:02
3716	16558	16558	51464	10	1	3/27/13 19:02
2287	9494	9494	92227	39	1	3/27/13 19:02
9378	12816	12816	41851	1	3	3/27/13 19:02
7542	6392	6392	96130	268	1	3/27/13 19:02
8388	6708	6708	99000	76	1	3/27/13 19:02
9378	12816	12816	41851	1	3	3/27/13 19:02
7077	7176	7176	28802	45	1	3/27/13 19:02
2259	18278	18278	12876	58	1	3/27/13 19:02
9378	12816	12816	41851	1	3	3/27/13 19:02
4965	6688	6688	71788	178	1	3/27/13 19:02
2414	17602	17602	70188	1	3	3/27/13 19:02
1047	16555	16555	1050	22	1	3/27/13 19:02
5185	10425	10425	66408	139	1	3/27/13 19:02
6312	14602	14602	20766	36	1	3/27/13 19:01
7278	14277	14277	97877	281	1	3/27/13 19:01
5412	15222	15222	18088	1	3	3/27/13 19:01
201	7118	7118	49519	12	1	3/27/13 19:01
2132	13462	13462	41362	154	1	3/27/13 19:01
3250	10381	10381	91400	39	1	3/27/13 19:01
6963	4266	4266	28900	53	1	3/27/13 19:01
2685	13850	13850	78862	110	1	3/27/13 19:01
3735	2432	2432	58163	1	3	3/27/13 19:01
6235	8624	8624	99207	853	1	3/27/13 19:01
3205	11718	11718	91362	83	1	3/27/13 19:01
5637	8189	8189	15630	185	1	3/27/13 19:01
1833	9655	9655	30770	1	3	3/27/13 19:01
2948	3793	3793	82324	40	1	3/27/13 19:01
5875	12608	12608	6541	38	1	3/27/13 19:01
521	11208	11208	91390	1	3	3/27/13 19:01
7444	17680	17680	41170	40	1	3/27/13 19:01
3328	8192	8192	93329	154	1	3/27/13 19:01
6040	18122	18122	59930	1	3	3/27/13 19:01
6040	18122	18122	59930	1	3	3/27/13 19:01
8940	9210	9210	17977	89	1	3/27/13 19:01
7756	10496	10496	90161	1	3	3/27/13 19:01
5267	11772	11772	93797	1	3	3/27/13 19:01
9197	4558	4558	16710	1	3	3/27/13 19:01
3371	17095	17095	91314	34	1	3/27/13 19:01
5698	4719	4719	97115	299	1	3/27/13 19:01
9922	13965	13965	61542	35	1	3/27/13 19:01
7865	6443	6443	39617	4	1	3/27/13 19:01
3196	9741	9741	12560	41	1	3/27/13 19:01
3939	8955	8955	12140	43	1	3/27/13 19:01
2164	17100	17100	64118	21	1	3/27/13 19:01
837	10676	10676	96253	243	1	3/27/13 19:01
9138	11649	11649	14350	119	1	3/27/13 19:01
8611	13321	13321	90341	223	1	3/27/13 19:01
2490	4313	4313	5150	45	1	3/27/13 19:01
5412	15222	15222	18088	1	3	3/27/13 19:00
1454	7941	7941	28679	98	1	3/27/13 19:00
6307	11534	11534	24829	60	1	3/27/13 19:00
5134	14159	14159	65220	1	3	3/27/13 19:00
4412	392	392	39408	58	1	3/27/13 19:00
8392	4462	4462	95999	154	1	3/27/13 19:00
910	11182	11182	23790	137	1	3/27/13 19:00
5471	14276	14276	95472	142	1	3/27/13 19:00
6505	10171	10171	81209	1	3	3/27/13 19:00
441	12351	12351	13000	12	1	3/27/13 19:00
2927	16539	16539	92928	81	1	3/27/13 19:00
6400	6742	6742	97547	122	1	3/27/13 19:00
7627	7526	7526	97622	20	1	3/27/13 19:00
31	6659	6659	1433	152	1	3/27/13 19:00
2486	10325	10325	80218	181	1	3/27/13 19:00
8459	6881	6881	43270	35	1	3/27/13 19:00
6733	1577	1577	96742	19	1	3/27/13 19:00
5530	1104	1104	90746	41	1	3/27/13 19:00
8227	12878	12878	53431	55	1	3/27/13 19:00
5999	2826	2826	98392	1	1	3/27/13 19:00
8073	10147	10147	98071	376	1	3/27/13 19:00
9117	10399	10399	38746	76	1	3/27/13 19:00
4062	12536	12536	2029	52	1	3/27/13 19:00
9234	11639	11639	81346	92	1	3/27/13 19:00
5275	14058	14058	26808	2	1	3/27/13 19:00
4961	10133	10133	91546	154	1	3/27/13 19:00
8450	10573	10573	91723	45	1	3/27/13 19:00
5875	12608	12608	73729	32	1	3/27/13 19:00
3910	12755	12755	66167	53	1	3/27/13 19:00
4954	13528	13528	61683	19	1	3/27/13 19:00
451	14933	14933	50450	52	1	3/27/13 19:00
5003	6731	6731	69247	88	1	3/27/13 19:00
5994	13356	13356	9016	1	3	3/27/13 19:00
838	2903	2903	3210	1	3	3/27/13 19:00
7902	3459	3459	51769	1	3	3/27/13 19:00
6490	8422	8422	98516	1	3	3/27/13 19:00
3167	9384	9384	96201	147	1	3/27/13 19:00
5412	15222	15222	18088	1	3	3/27/13 19:00
9006	16691	16691	39631	175	1	3/27/13 19:00
5994	13356	13356	9016	1	3	3/27/13 19:00
7911	3501	3501	21761	43	1	3/27/13 19:00
9303	6537	6537	60822	447	1	3/27/13 19:00
5994	13356	13356	9016	1	3	3/27/13 19:00
4032	17670	17670	91191	43	1	3/27/13 19:00
3196	9741	9741	93360	37	1	3/27/13 19:00
1906	7602	7602	3210	54	1	3/27/13 19:00
849	10698	10698	90848	28	1	3/27/13 19:00
5847	7540	7540	87077	44	1	3/27/13 19:00
3959	9005	9005	47505	20	1	3/27/13 19:00
7326	11260	11260	59160	25	1	3/27/13 19:00
8198	2654	2654	52242	1	1	3/27/13 18:59
6308	10636	10636	38380	245	1	3/27/13 18:59
441	12351	12351	78172	29	1	3/27/13 18:59
3795	11765	11765	65330	187	1	3/27/13 18:59
5003	6731	6731	30286	1	3	3/27/13 18:59
4875	12741	12741	50450	49	1	3/27/13 18:59
2018	374	374	51824	6	1	3/27/13 18:59
3745	4692	4692	74994	1	3	3/27/13 18:59
5375	6774	6774	46520	68	1	3/27/13 18:59
1540	9815	9815	5860	36	1	3/27/13 18:59
6355	8365	8365	71855	1	3	3/27/13 18:59
7882	8350	8350	68798	23	1	3/27/13 18:59
4878	4219	4219	94877	36	1	3/27/13 18:59
1640	14329	14329	30676	23	1	3/27/13 18:59
5748	1322	1322	78528	135	1	3/27/13 18:59
2928	16695	16695	92927	33	1	3/27/13 18:59
3843	10796	10796	15104	85	1	3/27/13 18:59
3952	9876	9876	91314	66	1	3/27/13 18:59
1	1652	1652	5583	17	1	3/27/13 18:59
2129	13447	13447	92130	46	1	3/27/13 18:59
6805	9804	9804	81292	1	3	3/27/13 18:59
7907	3496	3496	98226	649	1	3/27/13 18:59
7825	11446	11446	34907	594	1	3/27/13 18:59
2557	13949	13949	35550	12	1	3/27/13 18:59
2127	14683	14683	92128	13	1	3/27/13 18:59
2953	8600	8600	49560	29	1	3/27/13 18:59
9197	4558	4558	16710	1	3	3/27/13 18:59
8955	9153	9153	98959	481	1	3/27/13 18:59
8512	1047	1047	81111	1	3	3/27/13 18:59
9475	8448	8448	43280	1	3	3/27/13 18:59
9070	8727	8727	77757	23	1	3/27/13 18:59
8559	14333	14333	21312	262	1	3/27/13 18:59
707	8383	8383	0	45	1	3/27/13 18:59
750	13997	13997	11227	39	1	3/27/13 18:59
2824	4414	4414	34142	1	3	3/27/13 18:59
97	808	808	53078	3	1	3/27/13 18:59
2286	9495	9495	87904	55	1	3/27/13 18:59
6141	12219	12219	18499	162	1	3/27/13 18:59
837	10676	10676	70980	81	1	3/27/13 18:59
7131	6812	6812	24852	85	1	3/27/13 18:59
1007	17056	17056	12070	17	1	3/27/13 18:59
3197	8678	8678	93196	67	1	3/27/13 18:59
5267	11772	11772	67807	28	1	3/27/13 18:58
6460	18128	18128	93950	10	1	3/27/13 18:58
3167	9384	9384	93168	37	1	3/27/13 18:58
3085	9532	9532	73791	81	1	3/27/13 18:58
8082	2293	2293	72135	117	1	3/27/13 18:58
7278	14277	14277	97279	21	1	3/27/13 18:58
8	1659	1659	90560	117	1	3/27/13 18:58
9919	7744	7744	29910	34	1	3/27/13 18:58
6742	2156	2156	23014	67	1	3/27/13 18:58
6477	8497	8497	18248	47	1	3/27/13 18:58
6655	6860	6860	3340	1	3	3/27/13 18:58
2491	9898	9898	36206	16	1	3/27/13 18:58
5389	765	765	90186	7	1	3/27/13 18:58
6462	14158	14158	30561	1	3	3/27/13 18:58
461	642	642	90460	146	1	3/27/13 18:58
3068	16051	16051	17063	30	1	3/27/13 18:58
6462	14158	14158	30561	1	3	3/27/13 18:58
3935	14866	14866	4840	170	1	3/27/13 18:58
8990	7073	7073	16360	203	1	3/27/13 18:58
961	11864	11864	93408	87	1	3/27/13 18:58
1310	7613	7613	52141	1	3	3/27/13 18:58
6464	8578	8578	51349	41	1	3/27/13 18:58
5165	7800	7800	36350	66	1	3/27/13 18:58
6610	10661	10661	32832	6	1	3/27/13 18:58
7930	13604	13604	65559	322	1	3/27/13 18:58
3545	15170	15170	79553	93	1	3/27/13 18:58
9820	12777	12777	99824	1221	1	3/27/13 18:58
3501	4151	4151	3347	677	1	3/27/13 18:58
5496	14914	14914	57780	26	1	3/27/13 18:58
4954	13528	13528	55936	28	1	3/27/13 18:58
2555	13345	13345	16678	119	1	3/27/13 18:58
9366	8435	8435	55118	127	1	3/27/13 18:58
4951	9414	9414	94952	360	1	3/27/13 18:58
7198	17096	17096	66355	36	1	3/27/13 18:58
1007	17056	17056	63333	26	1	3/27/13 18:58
8313	4397	4397	98311	1224	1	3/27/13 18:58
6939	8596	8596	35986	6	1	3/27/13 18:58
165	14125	14125	53202	1318	1	3/27/13 18:58
957	11861	11861	25751	96	1	3/27/13 18:58
750	13997	13997	93716	6	1	3/27/13 18:58
7675	13722	13722	76596	95	1	3/27/13 18:58
6400	9231	9231	21530	1	3	3/27/13 18:58
5847	7540	7540	87077	49	1	3/27/13 18:58
5003	6731	6731	30286	1	3	3/27/13 18:58
4867	12170	12170	42209	264	1	3/27/13 18:58
8100	13308	13308	83954	63	1	3/27/13 18:58
3205	11718	11718	96690	185	1	3/27/13 18:58
5875	12608	12608	36907	38	1	3/27/13 18:58
30	2694	2694	18960	13	1	3/27/13 18:57
2414	17602	17602	70188	1	3	3/27/13 18:57
7150	3469	3469	35060	35	1	3/27/13 18:57
5412	15222	15222	18088	1	3	3/27/13 18:57
9080	12997	12997	96788	1	3	3/27/13 18:57
2247	11179	11179	34087	31	1	3/27/13 18:57
5748	1322	1322	78528	14	1	3/27/13 18:57
5134	14159	14159	69822	65	1	3/27/13 18:57
2026	382	382	23243	21	1	3/27/13 18:57
8062	13165	13165	69830	45	1	3/27/13 18:57
6477	8497	8497	18248	41	1	3/27/13 18:57
5494	17044	17044	16159	132	1	3/27/13 18:57
9292	8839	8839	97547	16	1	3/27/13 18:57
3601	11736	11736	64950	46	1	3/27/13 18:57
8066	7479	7479	23467	33	1	3/27/13 18:57
361	10273	10273	13740	42	1	3/27/13 18:57
6923	11627	11627	77711	17	1	3/27/13 18:57
4679	12228	12228	35649	470	1	3/27/13 18:57
1762	8872	8872	79385	73	1	3/27/13 18:57
6387	11467	11467	52133	29	1	3/27/13 18:57
8124	12707	12707	98202	30	1	3/27/13 18:57
9803	10833	10833	2175	1	3	3/27/13 18:57
1070	173	173	95105	16	1	3/27/13 18:57
6032	8917	8917	75433	99	1	3/27/13 18:57
8611	13321	13321	77557	1	3	3/27/13 18:57
811	11813	11813	68191	132	1	3/27/13 18:57
1640	14329	14329	97493	22	1	3/27/13 18:57
9909	2336	2336	data	2506	2	3/27/13 18:57
1032	16036	16036	45138	62	1	3/27/13 18:57
9105	10394	10394	9100	23	1	3/27/13 18:57
5867	9291	9291	90494	20	1	3/27/13 18:57
1588	13652	13652	25777	1	3	3/27/13 18:57
9203	12621	12621	69891	42	1	3/27/13 18:57
5520	4494	4494	4560	27	1	3/27/13 18:57
6029	10565	10565	860	1	3	3/27/13 18:57
8717	17675	17675	10996	50	1	3/27/13 18:57
6477	8497	8497	18248	23	1	3/27/13 18:57
6537	16685	16685	96429	144	1	3/27/13 18:57
1642	13962	13962	17570	138	1	3/27/13 18:56
2233	17657	17657	30713	1	3	3/27/13 18:56
2405	13915	13915	94686	143	1	3/27/13 18:56
7115	10291	10291	46262	6	1	3/27/13 18:56
7626	7518	7518	97627	36	1	3/27/13 18:56
9985	10034	10034	11367	43	1	3/27/13 18:56
2026	382	382	97049	33	1	3/27/13 18:56
5517	11769	11769	118	30	1	3/27/13 18:56
8336	4550	4550	25230	1038	1	3/27/13 18:56
6885	9020	9020	64970	100	1	3/27/13 18:56
9606	14991	14991	13540	310	1	3/27/13 18:56
7032	16122	16122	33725	72	1	3/27/13 18:56
1270	7575	7575	76719	105	1	3/27/13 18:56
8663	1912	1912	10492	149	1	3/27/13 18:56
5193	9320	9320	83990	1	1	3/27/13 18:56
7779	8151	8151	1599	1	3	3/27/13 18:56
2555	13345	13345	16678	16	1	3/27/13 18:56
845	10699	10699	59960	1	3	3/27/13 18:56
4601	2354	2354	94602	25	1	3/27/13 18:56
5000	12206	12206	50980	43	1	3/27/13 18:56
7542	6392	6392	59699	306	1	3/27/13 18:56
7200	6504	6504	18165	25	1	3/27/13 18:56
4011	18138	18138	14122	7	1	3/27/13 18:56
8235	8263	8263	94071	10	1	3/27/13 18:56
3969	18148	18148	39167	162	1	3/27/13 18:56
1321	7623	7623	88788	55	1	3/27/13 18:56
12	0	0	87089	70	1	3/27/13 18:56
5003	6731	6731	30286	1	3	3/27/13 18:56
4044	3264	3264	92222	113	1	3/27/13 18:56
1314	7616	7616	60977	50	1	3/27/13 18:56
559	1610	1610	32857	166	1	3/27/13 18:56
5875	12608	12608	25069	67	1	3/27/13 18:56
5084	10421	10421	1416	21	1	3/27/13 18:56
9944	4817	4817	61792	29	1	3/27/13 18:56
4954	13528	13528	47618	11	1	3/27/13 18:56
3464	11578	11578	86189	709	1	3/27/13 18:56
1779	14104	14104	1310	262	1	3/27/13 18:56
1075	11312	11312	89689	1	3	3/27/13 18:56
5908	18124	18124	20970	36	1	3/27/13 18:56
9445	7880	7880	99431	10	1	3/27/13 18:56
3545	15170	15170	45526	98	1	3/27/13 18:55
1310	7613	7613	52141	1	3	3/27/13 18:55
5520	4494	4494	99415	49	1	3/27/13 18:55
9243	4981	4981	90357	30	1	3/27/13 18:55
7150	3469	3469	1231	93	1	3/27/13 18:55
4255	12202	12202	22279	82	1	3/27/13 18:55
4131	285	285	94130	28	1	3/27/13 18:55
1049	14640	14640	41188	118	1	3/27/13 18:55
9989	16559	16559	98324	175	1	3/27/13 18:55
3467	8938	8938	51500	20	1	3/27/13 18:55
5412	15222	15222	18088	1	3	3/27/13 18:55
6771	13064	13064	96772	5	1	3/27/13 18:55
3934	13361	13361	73269	273	1	3/27/13 18:55
3901	8879	8879	data	87030	2	3/27/13 18:55
1187	14564	14564	90647	1	3	3/27/13 18:55
7779	8151	8151	4067	1	3	3/27/13 18:55
2934	3779	3779	37927	1	3	3/27/13 18:55
1432	10204	10204	73721	5	1	3/27/13 18:55
2486	10325	10325	61162	245	1	3/27/13 18:55
559	1610	1610	34241	22	1	3/27/13 18:55
9398	9330	9330	84037	2	1	3/27/13 18:55
8227	12878	12878	53431	29	1	3/27/13 18:55
2026	382	382	23243	15	1	3/27/13 18:55
4601	2354	2354	98904	50	1	3/27/13 18:55
2565	9740	9740	33200	82	1	3/27/13 18:55
3167	9384	9384	93168	35	1	3/27/13 18:55
1849	14988	14988	64060	299	1	3/27/13 18:55
8839	7503	7503	27834	10	1	3/27/13 18:55
9001	10287	10287	90800	81	1	3/27/13 18:55
4425	18245	18245	11330	50	1	3/27/13 18:55
3879	7592	7592	93691	80	1	3/27/13 18:55
9656	13885	13885	25120	27	1	3/27/13 18:55
3732	2438	2438	data	208	2	3/27/13 18:55
8717	17675	17675	3214	58	1	3/27/13 18:55
6400	9231	9231	21530	1	3	3/27/13 18:55
4822	7528	7528	97626	62	1	3/27/13 18:54
5698	4719	4719	16300	65	1	3/27/13 18:54
3400	13115	13115	20132	34	1	3/27/13 18:54
1314	7616	7616	99437	56	1	3/27/13 18:54
4072	2917	2917	16853	1	3	3/27/13 18:54
8990	7073	7073	69214	1	3	3/27/13 18:54
6302	18298	18298	30230	36	1	3/27/13 18:54
7474	7789	7789	81469	23	1	3/27/13 18:54
9732	9939	9939	48173	161	1	3/27/13 18:54
1778	14105	14105	1310	51	1	3/27/13 18:54
5000	12206	12206	35013	84	1	3/27/13 18:54
52	8	8	47752	144	1	3/27/13 18:54
7743	11235	11235	14730	14	1	3/27/13 18:54
1147	14363	14363	28058	132	1	3/27/13 18:54
8410	6523	6523	15530	15	1	3/27/13 18:54
3876	11725	11725	99345	163	1	3/27/13 18:54
9111	2572	2572	95055	133	1	3/27/13 18:54
3666	14677	14677	11203	198	1	3/27/13 18:54
9302	12316	12316	85336	39	1	3/27/13 18:54
8839	7503	7503	84688	6	1	3/27/13 18:54
8194	10820	10820	57697	1	3	3/27/13 18:54
5717	9751	9751	92652	592	1	3/27/13 18:54
6801	12558	12558	93470	19	1	3/27/13 18:54
8190	2646	2646	61460	60	1	3/27/13 18:54
4951	9414	9414	72505	37	1	3/27/13 18:54
9412	4495	4495	99418	49	1	3/27/13 18:54
4244	7124	7124	29837	20	1	3/27/13 18:54
3747	2449	2449	93735	234	1	3/27/13 18:54
1438	9656	9656	86142	120	1	3/27/13 18:54
3480	6837	6837	93488	1	3	3/27/13 18:54
8663	1912	1912	27600	67	1	3/27/13 18:54
8636	13367	13367	19136	31	1	3/27/13 18:54
5003	6731	6731	30286	1	3	3/27/13 18:54
8618	11544	11544	36878	44	1	3/27/13 18:54
888	13397	13397	66885	1	3	3/27/13 18:54
5875	12608	12608	30656	51	1	3/27/13 18:54
2038	1538	1538	5973	6	1	3/27/13 18:54
4039	18258	18258	26899	166	1	3/27/13 18:54
9606	14991	14991	99823	134	1	3/27/13 18:54
3003	11793	11793	33000	10	1	3/27/13 18:54
1438	9656	9656	16494	8	1	3/27/13 18:53
4543	3416	3416	94143	26	1	3/27/13 18:53
1640	14329	14329	8216	119	1	3/27/13 18:53
5412	15222	15222	18088	1	3	3/27/13 18:53
7754	12737	12737	99655	372	1	3/27/13 18:53
2824	4414	4414	34142	1	3	3/27/13 18:53
966	12884	12884	10252	27	1	3/27/13 18:53
7476	7418	7418	76180	36	1	3/27/13 18:53
4286	6601	6601	14093	6	1	3/27/13 18:53
7150	3469	3469	1231	106	1	3/27/13 18:53
1363	4086	4086	86150	1	3	3/27/13 18:53
50	13860	13860	57937	358	1	3/27/13 18:53
3659	7135	7135	57963	16	1	3/27/13 18:53
4395	1476	1476	95996	61	1	3/27/13 18:53
1203	14583	14583	60663	37	1	3/27/13 18:53
1312	14106	14106	31780	43	1	3/27/13 18:53
9944	4817	4817	96864	98	1	3/27/13 18:53
7345	6159	6159	81668	1	3	3/27/13 18:53
930	9059	9059	30	37	1	3/27/13 18:53
3693	11300	11300	1679	1	3	3/27/13 18:53
6264	6	6	23480	27	1	3/27/13 18:53
3224	12495	12495	93223	11	1	3/27/13 18:53
5119	8989	8989	71881	7	1	3/27/13 18:53
8677	14772	14772	85226	26	1	3/27/13 18:53
4244	7124	7124	90977	52	1	3/27/13 18:53
136	12181	12181	90743	11	1	3/27/13 18:53
6302	9736	9736	15419	116	1	3/27/13 18:53
5220	14248	14248	1239	107	1	3/27/13 18:53
747	12318	12318	77760	78	1	3/27/13 18:53
6355	8365	8365	71855	1	3	3/27/13 18:53
4654	11364	11364	91224	34	1	3/27/13 18:53
1778	14105	14105	58316	52	1	3/27/13 18:53
8450	10573	10573	91723	55	1	3/27/13 18:53
441	12351	12351	94571	3	1	3/27/13 18:52
2404	7824	7824	59350	38	1	3/27/13 18:52
1382	14774	14774	90714	48	1	3/27/13 18:52
6610	10661	10661	32832	29	1	3/27/13 18:52
5274	14057	14057	53122	14	1	3/27/13 18:52
2491	9898	9898	92409	22	1	3/27/13 18:52
1433	10227	10227	24535	109	1	3/27/13 18:52
3019	16107	16107	23030	9	1	3/27/13 18:52
5740	1314	1314	55385	1	3	3/27/13 18:52
1240	10550	10550	35265	532	1	3/27/13 18:52
1636	14403	14403	41840	58	1	3/27/13 18:52
8496	11246	11246	97795	1	3	3/27/13 18:52
1438	9656	9656	75813	46	1	3/27/13 18:52
9648	16	16	98597	30	1	3/27/13 18:52
4488	276	276	50036	1	3	3/27/13 18:52
9876	16508	16508	67919	76	1	3/27/13 18:52
6250	11705	11705	34660	185	1	3/27/13 18:52
7826	11812	11812	74242	1	3	3/27/13 18:52
1640	14329	14329	30676	14	1	3/27/13 18:52
1306	16597	16597	50450	24	1	3/27/13 18:52
9191	3266	3266	8340	155	1	3/27/13 18:52
995	15551	15551	95095	105	1	3/27/13 18:52
3213	10560	10560	90660	143	1	3/27/13 18:52
4822	7528	7528	97622	53	1	3/27/13 18:52
7304	9826	9826	78796	44	1	3/27/13 18:52
449	11131	11131	90424	22	1	3/27/13 18:52
8658	3444	3444	88688	1	3	3/27/13 18:52
4348	8897	8897	54774	47	1	3/27/13 18:52
969	14454	14454	45661	131	1	3/27/13 18:52
479	660	660	61181	750	1	3/27/13 18:52
1194	10826	10826	91192	1	3	3/27/13 18:52
8658	3444	3444	88688	1	3	3/27/13 18:52
1238	16274	16274	91239	11	1	3/27/13 18:52
1142	11420	11420	86760	178	1	3/27/13 18:52
473	10616	10616	76372	1	3	3/27/13 18:52
6996	9520	9520	37800	328	1	3/27/13 18:52
5117	8987	8987	48384	1	3	3/27/13 18:52
4286	6601	6601	14093	18	1	3/27/13 18:52
8877	7890	7890	29088	35	1	3/27/13 18:52
9228	14153	14153	42000	11	1	3/27/13 18:51
7200	2396	2396	31612	1	3	3/27/13 18:51
1490	10387	10387	48120	1	3	3/27/13 18:51
3389	2874	2874	73851	36	1	3/27/13 18:51
1640	14329	14329	30676	29	1	3/27/13 18:51
1757	17087	17087	37968	1	3	3/27/13 18:51
9442	4983	4983	57991	261	1	3/27/13 18:51
5644	15206	15206	70370	45	1	3/27/13 18:51
5004	4	4	69859	202	1	3/27/13 18:51
7230	10533	10533	36470	116	1	3/27/13 18:51
5412	15222	15222	18088	1	3	3/27/13 18:51
8343	7775	7775	99191	43	1	3/27/13 18:51
453	14892	14892	49935	1	3	3/27/13 18:51
3827	10286	10286	62867	1	3	3/27/13 18:51
1401	11720	11720	36021	42	1	3/27/13 18:51
4457	817	817	57960	1	3	3/27/13 18:51
3999	16535	16535	70919	72	1	3/27/13 18:51
8525	4873	4873	6580	73	1	3/27/13 18:51
3868	11671	11671	26634	1	3	3/27/13 18:51
1883	12546	12546	62882	108	1	3/27/13 18:51
7543	12480	12480	89658	1	3	3/27/13 18:51
5869	9529	9529	39181	20	1	3/27/13 18:51
5064	8020	8020	60008	117	1	3/27/13 18:51
1168	12841	12841	26973	11	1	3/27/13 18:51
8835	4620	4620	71126	1	3	3/27/13 18:51
1841	7282	7282	39378	17	1	3/27/13 18:51
4286	6601	6601	34633	34	1	3/27/13 18:51
8313	15187	15187	78764	37	1	3/27/13 18:51
5994	13356	13356	97097	1	3	3/27/13 18:51
2615	11030	11030	16420	32	1	3/27/13 18:51
7633	6101	6101	68747	33	1	3/27/13 18:51
6459	10977	10977	24554	79	1	3/27/13 18:51
1220	10722	10722	96381	95	1	3/27/13 18:51
3121	8746	8746	7753	66	1	3/27/13 18:51
6733	1577	1577	96742	30	1	3/27/13 18:51
7165	6028	6028	97164	122	1	3/27/13 18:51
7755	10497	10497	77750	26	1	3/27/13 18:51
8079	2296	2296	90956	35	1	3/27/13 18:51
7675	13722	13722	93236	26	1	3/27/13 18:51
9226	12831	12831	61551	479	1	3/27/13 18:50
8629	14872	14872	71331	36	1	3/27/13 18:50
6455	8309	8309	57965	27	1	3/27/13 18:50
371	482	482	90340	50	1	3/27/13 18:50
2225	1500	1500	99030	35	1	3/27/13 18:50
7753	10499	10499	77750	0	1	3/27/13 18:50
